"year","brand","superbowl_ads_dot_com_url","youtube_url","funny","show_product_quickly","patriotic","celebrity","danger","animals","use_sex","view_count","like_count","dislike_count"
2011,"Doritos","https://superbowl-ads.com/2011-doritos-pug-attack/","https://www.youtube.com/watch?v=1A6frF5zfDE",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,122388,561,8
2005,"Bud Light","https://superbowl-ads.com/2005-bud-light-skydiver/","https://www.youtube.com/watch?v=Y9wyIID8Khs",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16997,69,3
2005,"Budweiser","https://superbowl-ads.com/2005-budweiser-tryouts/",NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
2014,"Doritos","https://superbowl-ads.com/2014-doritos-time-machine/","https://www.youtube.com/watch?v=Y-P0Hs0ADJY",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,7952240,18729,1430
2008,"Bud Light","https://superbowl-ads.com/2008-bud-light-wine-cheese-party/","https://www.youtube.com/watch?v=aEWtTVaIH0M",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,555734,414,58
2012,"Pepsi","https://superbowl-ads.com/2012-pepsi-kings-court/","https://www.youtube.com/watch?v=3rZs8ZKTsp0",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,582575,1526,138
2012,"Doritos","https://superbowl-ads.com/2012-doritos-mans-best-friend/","https://www.youtube.com/watch?v=kMmd0WaQFGE",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,86928,130,12
2012,"Toyota","https://superbowl-ads.com/2012-toyota-camry-its-reinvented/","https://www.youtube.com/watch?v=oYdJKey7VpU",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,116294,1153,13
2016,"Doritos","https://superbowl-ads.com/doritos-2016-super-bowl-50-ad-ultrasound/","https://www.youtube.com/watch?v=Qh_gOK6xDNA",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
2002,"Bud Light","https://superbowl-ads.com/2002-bud-light-falcon/","https://www.youtube.com/watch?v=ZBD4dYTpYAU",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3548,13,0
2002,"Bud Light","https://superbowl-ads.com/2002-bud-light-robobash/","https://www.youtube.com/watch?v=oJvsWvaTr4w",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,63129,178,5
2013,"E-Trade","https://superbowl-ads.com/video-etrade-baby-2013-super-bowl-xlvii-commercial-save-it/","https://www.youtube.com/watch?v=F0nhq4GO90s",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,139,1,0
2008,"Bud Light","https://superbowl-ads.com/2008-bud-light-breathe-fire/","https://www.youtube.com/watch?v=AhqPl1IKVo4",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,24595,26,3
2012,"Coca-Cola","https://superbowl-ads.com/2012-coca-cola-arghh-ny-bear/","https://www.youtube.com/watch?v=jhvAXT9R_3U",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,15776,63,4
2004,"Pepsi","https://superbowl-ads.com/2004-pepsi-jimi-hendrix/","https://www.youtube.com/watch?v=NOOmu1Rz17Y",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,55676,222,9
2010,"Doritos","https://superbowl-ads.com/hd-exclusive-dog-shock-collar-doritos-commercial-super-bowl-44-2010-super-bowl-xliv/","https://www.youtube.com/watch?v=UBaZDWIs3fs",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,132054,273,18
2012,"Kia","https://superbowl-ads.com/2012-kia-optima-drive-the-dream-extended-version/","https://www.youtube.com/watch?v=9RI6OGXq11Y",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,56257,396,5
2012,"NFL","https://superbowl-ads.com/2012-nfl-timeline/","https://www.youtube.com/watch?v=CPr4-P19NtE",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,403641,1980,42
2005,"Bud Light","https://superbowl-ads.com/2005-bud-light-sharon/",NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA
2010,"Hynudai","https://superbowl-ads.com/hd-exclusive-2010-super-bowl-xliv-commercial-with-brett-favre-hyundai-commercial/","https://www.youtube.com/watch?v=KqAWv2wCW8I",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,176547,306,11
2004,"Bud Light","https://superbowl-ads.com/2004-bud-light-paintball/","https://www.youtube.com/watch?v=qbS0gF3YdBg",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,561,6,0
2008,"Bud Light","https://superbowl-ads.com/2008-bud-light-x-ray-vision/","https://www.youtube.com/watch?v=cOEMI8HRhlA",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,166102,161,10
2016,"Toyota","https://superbowl-ads.com/pokemon-2016-super-bowl-50-ad-20-years-2/","https://www.youtube.com/watch?v=KLkQ9c9-QFI",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA
2006,"Bud Light","https://superbowl-ads.com/2006-bud-light-magic-fridge/","https://www.youtube.com/watch?v=67dRRrRz2t8",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,95355,328,14
2007,"Coca-Cola","https://superbowl-ads.com/2007-coca-cola-happiness-factory/","https://www.youtube.com/watch?v=NwZpO6saPxI",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,11311,29,3
2007,"Budweiser","https://superbowl-ads.com/2007-budweiser-dalmatian/","https://www.youtube.com/watch?v=esOPYOeotTU",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,48035,47,2
2013,"Doritos","https://superbowl-ads.com/video-doritos-2013-super-bowl-xlvii-ad-fashionista-daddy/","https://www.youtube.com/watch?v=w_2k5LMeduc",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1404745,2491,359
2010,"Bud Light","https://superbowl-ads.com/hd-exclusive-bud-light-auto-tune-t-pain-2010-superbowl-44-xliv-commercial-ad/","https://www.youtube.com/watch?v=bDhjcP02GQg",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,34565,100,6
2009,"Doritos","https://superbowl-ads.com/2009-doritos-power-of-the-crunch/","https://www.youtube.com/watch?v=7DZao4kN73M",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,640393,1921,215
2009,"Coca-Cola","https://superbowl-ads.com/2009-coke-zero-mean-troy/","https://www.youtube.com/watch?v=XKFUcEkIbEg",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,45799,99,7
2009,"Pepsi","https://superbowl-ads.com/2009-pepsi-anthem/","https://www.youtube.com/watch?v=WIzKwJmYLNs",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1294,7,0
2001,"E-Trade","https://superbowl-ads.com/2001-etrade-dot-com-ghost-town/","https://www.youtube.com/watch?v=ONZFkqzuMjI",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,103433,167,7
2018,"Bud Light","https://superbowl-ads.com/bud-light-ye-olde-pep-talk/","https://www.youtube.com/watch?v=xza7T89Lda4",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,41441,224,7
2015,"Doritos","https://superbowl-ads.com/2015-doritos-cheesy-pirates/",NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,NA
2010,"Kia","https://superbowl-ads.com/hd-exclusive-kias-big-game-commercial-2010-super-bowl-44-xliv-ad/","https://www.youtube.com/watch?v=7q2yVq6fDEg",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,50850,92,4
2008,"Doritos","https://superbowl-ads.com/2008-doritos-mouse-trap/","https://www.youtube.com/watch?v=h8qgk5tXuUA",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,232124,988,31
2012,"Coca-Cola","https://superbowl-ads.com/2012-coca-cola-superstition/","https://www.youtube.com/watch?v=x1nttVdja9s",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,10925,71,18
2011,"Hynudai","https://superbowl-ads.com/2011-hyundai-super-bowl-commercial-deprogramming-video/","https://www.youtube.com/watch?v=32d5c_IW2Xc",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,92,1,0
2008,"Coca-Cola","https://superbowl-ads.com/2008-coca-cola-political-parties/","https://www.youtube.com/watch?v=2_LWZe2BGaE",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,14267,36,2
2000,"Bud Light","https://superbowl-ads.com/2000-bud-light-she-has-a-cat/",NA,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA
2019,"Kia","https://superbowl-ads.com/2020-kia-telluride-give-it-everything/","https://www.youtube.com/watch?v=sS8dkRhDirY",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1460,NA,NA
2002,"Bud Light","https://superbowl-ads.com/2002-bud-light-satin-sheets/","https://www.youtube.com/watch?v=-LwSb4cCAnw",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,67452,270,15
2013,"Kia","https://superbowl-ads.com/video-2013-kia-super-bowl-xlvii-commercial-space-babies/","https://www.youtube.com/watch?v=k5vbGQb7jR0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,10338,39,2
2008,"Pepsi","https://superbowl-ads.com/2008-pepsi-every-sip-with-justin-timberlake/","https://www.youtube.com/watch?v=AKKM8sP24BE",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,236941,594,14
2019,"Bud Light","https://superbowl-ads.com/2019-bud-light-special-delivery/","https://www.youtube.com/watch?v=eIlX0Gg0GRI",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA
2011,"Hynudai","https://superbowl-ads.com/2011-hyundai-super-bowl-commercial-anachronistic-city-video/","https://www.youtube.com/watch?v=-BVMOKtawUk",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56,0,0
2008,"Bud Light","https://superbowl-ads.com/2008-bud-light-language-of-love/","https://www.youtube.com/watch?v=Ao0x4zsb724",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,729583,588,180
2008,"Bud Light","https://superbowl-ads.com/2008-bud-light-jackie-moon-will-ferrell/","https://www.youtube.com/watch?v=ecqiZn2DDFQ",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,1060001,1384,121
2010,"E-Trade","https://superbowl-ads.com/hd-exclusive-e-trade-baby-girlfriend-2010-superbowl-44-xliv-commercial-ad/","https://www.youtube.com/watch?v=tbLTl7egwlU",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1046640,1206,58
2013,"Budweiser","https://superbowl-ads.com/video-budweiser-black-crown-2013-super-bowl-xlvii-ad-celebration/","https://www.youtube.com/watch?v=2WNvlXoDs7w",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,236,1,0
2001,"Pepsi","https://superbowl-ads.com/2001-pepsi-roller-coaster/","https://www.youtube.com/watch?v=MwfL-DkL1Vg",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,65162,109,4
2018,"Coca-Cola","https://superbowl-ads.com/diet-coke-twisted-mango-groove/","https://www.youtube.com/watch?v=nkGd47iB-wU",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,179,1,0
2003,"Bud Light","https://superbowl-ads.com/2003-bud-light-upside-down-clown/","https://www.youtube.com/watch?v=DTvxyDwP2CA",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,177285,229,10
2011,"Pepsi","https://superbowl-ads.com/2011-pepsi-max-love-hurts/","https://www.youtube.com/watch?v=r4eyQBvcBUA",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,204026,476,159
2018,"E-Trade","https://superbowl-ads.com/etrade-commercial-this-is-getting-old/","https://www.youtube.com/watch?v=Qx5-AZlfjp4",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,34440,178,11
2016,"Budweiser","https://superbowl-ads.com/budweiser-2016-super-bowl-50-ad-not-backing/","https://www.youtube.com/watch?v=to4dhysGYD0",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,6432,NA,NA
2008,"Coca-Cola","https://superbowl-ads.com/2008-coca-cola-its-mine/","https://www.youtube.com/watch?v=-ACk9mRky5k",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,62538,217,4
2013,"Kia","https://superbowl-ads.com/video-kia-forte-2013-super-bowl-xlvii-commercial-hot-bots/","https://www.youtube.com/watch?v=yhPBzlB6VJI",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,28847,154,10
2014,"Coca-Cola","https://superbowl-ads.com/2014-coca-cola-its-beautiful/","https://www.youtube.com/watch?v=D4BC8zUfNhU",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,92878,450,88
2012,"Budweiser","https://superbowl-ads.com/2012-budweiser-return-of-the-king/","https://www.youtube.com/watch?v=TieDNumMwOc",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,10,0,0
2004,"Bud Light","https://superbowl-ads.com/2004-bud-light-fergus/","https://www.youtube.com/watch?v=j7QA9oHpduk",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,5699,27,1
2007,"Bud Light","https://superbowl-ads.com/2007-bud-light-class-with-carlos-mencia/","https://www.youtube.com/watch?v=670X2MCWzK0",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,955616,1301,134
2007,"Budweiser","https://superbowl-ads.com/2007-budweiser-don-shula-vs-jayz/","https://www.youtube.com/watch?v=YnGpb8lbPOI",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,186,0,0
2019,"Kia","https://superbowl-ads.com/2019-kia-the-great-unknowns-what-if/","https://www.youtube.com/watch?v=nONhop0Kq-E",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,518,2,1
2002,"Budweiser","https://superbowl-ads.com/2002-budweiser-tushy/",NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA
2010,"E-Trade","https://superbowl-ads.com/hd-exclusive-e-trade-baby-first-class-2010-super-bowl-44-xliv-commercial-ad/","https://www.youtube.com/watch?v=tVrE5-eiSNA",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
2003,"Bud Light","https://superbowl-ads.com/2003-bud-light-mother-in-law/","https://www.youtube.com/watch?v=RuIXFuwLb2s",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,175482,268,15
2018,"Toyota","https://superbowl-ads.com/toyota-2018-big-game-ad-one-team/","https://www.youtube.com/watch?v=QwF3ipuNyfc",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,353513,1448,222
2003,"Budweiser","https://superbowl-ads.com/2003-budweiser-instant-replay/","https://www.youtube.com/watch?v=hM79LTkT7ek",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2732,8,0
2013,"Budweiser","https://superbowl-ads.com/video-budweiser-2013-super-bowl-xlvii-ad-the-clydesdales-brotherhood/","https://www.youtube.com/watch?v=eJucRz8kYo0",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,246619,2225,64
2010,"Budweiser","https://superbowl-ads.com/hd-exclusive-budweiser-body-bridge-2010-super-bowl-44-xliv-commercial-ad/","https://www.youtube.com/watch?v=IQHlA9qKJv4",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,42,1,0
2003,"Bud Light","https://superbowl-ads.com/2003-bud-light-no-pets-allowed/","https://www.youtube.com/watch?v=BKexURCYxtk",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,16083,60,3
2002,"E-Trade","https://superbowl-ads.com/2002-etrade-monkey-musical/","https://www.youtube.com/watch?v=SK1i1iyE7RA",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1361,9,0
2006,"Budweiser","https://superbowl-ads.com/2006-budweiser-on-the-roof/","https://www.youtube.com/watch?v=q05QIp5qbnY",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,120196,167,15
2012,"Coca-Cola","https://superbowl-ads.com/2012-coca-cola-catch-ne-bear/","https://www.youtube.com/watch?v=S2nBBMbjS8w",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,22849816,92333,42386
2019,"Bud Light","https://superbowl-ads.com/2019-bud-light-trojan-horse-occupants/","https://www.youtube.com/watch?v=nScg3KmA_6k",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,125,2,0
2007,"Toyota","https://superbowl-ads.com/2007-toyota-tundra-see-saw/","https://www.youtube.com/watch?v=D81uh6I-2Q4",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,286010,221,62
2014,"Hynudai","https://superbowl-ads.com/2014-hyundai-genesis-dads-sixth-sense/","https://www.youtube.com/watch?v=CyK63f0I1P0",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,32557,202,7
2006,"Pepsi","https://superbowl-ads.com/2006-diet-pepsi-jackie-chan/","https://www.youtube.com/watch?v=sx0i7WgBOvs",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,69440,70,7
2006,"Pepsi","https://superbowl-ads.com/2006-diet-pepsi-brown-and-bubbly/","https://www.youtube.com/watch?v=d8f-PiELHls",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,6430,45,0
2015,"Pepsi","https://superbowl-ads.com/pepsi-2015-super-bowl-xlix-ad-halftime-touches-down/","https://www.youtube.com/watch?v=IUU_ygKs3jA",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,998,3,0
2012,"Bud Light","https://superbowl-ads.com/2012-bud-light-platinum-factory/","https://www.youtube.com/watch?v=3LPLXuHlOCI",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,21314,29,5
2009,"Doritos","https://superbowl-ads.com/2009-doritos-crystal-ball/","https://www.youtube.com/watch?v=Fdz0Q0GiEcc",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,20130,46,6
2006,"Budweiser","https://superbowl-ads.com/2006-budweiser-streaker/","https://www.youtube.com/watch?v=Zb3fhsfs6ZU",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,746836,2179,78
2014,"Bud Light","https://superbowl-ads.com/2014-bud-light-cool-twist/","https://www.youtube.com/watch?v=_l1nWWiut0I",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9649,32,2
2005,"Pepsi","https://superbowl-ads.com/2005-diet-pepsi-pdiddy/","https://www.youtube.com/watch?v=eXfNnSOOoVc",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,43983,93,5
2005,"Bud Light","https://superbowl-ads.com/2005-bud-light-cedric-stranded/","https://www.youtube.com/watch?v=Q5Hu_FBUIsk",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,3183,4,0
2005,"Bud Light","https://superbowl-ads.com/2005-bud-light-cedric-stranded/","https://www.youtube.com/watch?v=Q5Hu_FBUIsk",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,3183,4,0
2005,"Bud Light","https://superbowl-ads.com/2005-bud-light-cedric-stranded/","https://www.youtube.com/watch?v=Q5Hu_FBUIsk",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,3183,4,0
2005,"Bud Light","https://superbowl-ads.com/2005-bud-light-cedric-stranded/","https://www.youtube.com/watch?v=Q5Hu_FBUIsk",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,3183,4,0
2007,"Bud Light","https://superbowl-ads.com/2007-bud-light-apes-plan/","https://www.youtube.com/watch?v=osn2rzClKh0",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,162,0,0
2005,"Pepsi","https://superbowl-ads.com/2005-diet-pepsi-hot-guy/","https://www.youtube.com/watch?v=bHY2miRSwh4",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,293,3,0
2015,"Budweiser","https://superbowl-ads.com/2015-budweiser-lost-dog/","https://www.youtube.com/watch?v=otCxSnu_HXA",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,491630,2327,37
2019,"Bud Light","https://superbowl-ads.com/2019-bud-light-game-of-thrones-joust/","https://www.youtube.com/watch?v=8fhOItB0zUM",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,7658201,94799,12789
2004,"Bud Light","https://superbowl-ads.com/2004-bud-light-cedric-gets-massage/","https://www.youtube.com/watch?v=gWqR28uRxXw",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,39730,37,1
2003,"Budweiser","https://superbowl-ads.com/2003-budweiser-roommate/","https://www.youtube.com/watch?v=R67qcUIbFhs",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,21813,10,0
2009,"E-Trade","https://superbowl-ads.com/2009-etrade-talking-baby/","https://www.youtube.com/watch?v=PlqWRADszb0",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,358142,763,24
2013,"Pepsi","https://superbowl-ads.com/video-2013-pepsi-next-super-bowl-xlvii-commercial-party/","https://www.youtube.com/watch?v=WAySopBmbtI",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,987,2,0
2004,"Budweiser","https://superbowl-ads.com/2004-budweiser-lipstick/","https://www.youtube.com/watch?v=zM4rU4jit5k",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,88458,351,6
2009,"Hynudai","https://superbowl-ads.com/2009-hyundai-assurance-contract/","https://www.youtube.com/watch?v=lzQ2NeqjYS0",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7253,6,1
2014,"Budweiser","https://superbowl-ads.com/2014-budweiser-puppy-love/","https://www.youtube.com/watch?v=gUGGepL5gGU",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,81183,232,38
2003,"Pepsi","https://superbowl-ads.com/2003-pepsi-twist-osbornes/","https://www.youtube.com/watch?v=dnHEqQGl0yA",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,35779,NA,NA
2015,"Coca-Cola","https://superbowl-ads.com/2015-coca-cola-make-it-happy/","https://www.youtube.com/watch?v=1AeG8tCzTGw",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48617,331,18
2003,"NFL","https://superbowl-ads.com/2003-nfl-crazy-with-don-cheadle/","https://www.youtube.com/watch?v=Bs0Iwwl-5Lk",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,18670,42,1
2012,"Doritos","https://superbowl-ads.com/2012-doritos-sling-baby/","https://www.youtube.com/watch?v=6SWNLDdnz0A",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,176373378,275362,92990
2002,"Pepsi","https://superbowl-ads.com/2002-pepsi-generations-with-britney-spears/","https://www.youtube.com/watch?v=TG4giyL-4Sk",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,385777,5929,73
2002,"Bud Light","https://superbowl-ads.com/2002-bud-light-cedric-advice/","https://www.youtube.com/watch?v=OfLLLnAngZI",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,4641,19,0
2000,"Budweiser","https://superbowl-ads.com/2000-budweiser-whaasup/","https://www.youtube.com/watch?v=JJmqCKtJnxM",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3624622,24840,521
2001,"Bud Light","https://superbowl-ads.com/2001-bud-light-cedric-the-entertainer/","https://www.youtube.com/watch?v=h-HHbtwX5vY",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,998,3,0
2013,"Hynudai","https://superbowl-ads.com/video-2013-hyundai-genesis-super-bowl-xlvii-commercial/","https://www.youtube.com/watch?v=mOatp4Xi7IU",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1190,5,0
2015,"Toyota","https://superbowl-ads.com/toyota-camry-2015-super-bowl-xlix-ad-my-bold-dad/","https://www.youtube.com/watch?v=9u4--TxE2gI",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,32091,266,6
2000,"Budweiser","https://superbowl-ads.com/2000-budweiser-rex/","https://www.youtube.com/watch?v=GgXsLHifz9k",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,111442,163,5
2001,"Doritos","https://superbowl-ads.com/2001-doritos-ali-landry/","https://www.youtube.com/watch?v=xbrvsJZSxok",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,2985,15,0
2016,"Doritos","https://superbowl-ads.com/doritos-2016-super-bowl-50-ad-doritos-dogs/","https://www.youtube.com/watch?v=MNRAdrB9TSs",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1214968,2534,60
2008,"Bud Light","https://superbowl-ads.com/2008-bud-light-ability-to-fly/","https://www.youtube.com/watch?v=-axbiEJiRGw",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9335,12,1
2007,"Doritos","https://superbowl-ads.com/2007-doritos-check-out-girl/","https://www.youtube.com/watch?v=nIcFZzdXSrU",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,292010,244,74
2001,"NFL","https://superbowl-ads.com/2001-nfl-perfect-day/",NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
2001,"Pepsi","https://superbowl-ads.com/2001-pepsi-bob-dole/","https://www.youtube.com/watch?v=6h7wifUL8mk",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,12106,10,1
2014,"NFL","https://superbowl-ads.com/nfl-now/",NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
2012,"Budweiser","https://superbowl-ads.com/2012-budweiser-eternal-optimism/","https://www.youtube.com/watch?v=_GeiOdHsW_8",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,220292,572,100
2001,"Pepsi","https://superbowl-ads.com/2001-pepsi-kasparov-vs-pepsi-machine/","https://www.youtube.com/watch?v=pldGc0Cpf84",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1475,14,0
2001,"E-Trade","https://superbowl-ads.com/2001-etrade-security-guard/","https://www.youtube.com/watch?v=39BL7iqe6pQ",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6513,12,4
2001,"Budweiser","https://superbowl-ads.com/2001-budweiser-nsync/","https://www.youtube.com/watch?v=H9YdunAo3Ug",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,77142,334,4
